customer_id,name,email,city,signup_date
C0034,Customer_34,user34@example.com,Hyderabad,2023-02-25
C0035,Customer_35,user35@example.com,Bangalore,2023-11-02
C0036,Customer_36,user36@example.com,Mumbai,2023-08-11
C0037,Customer_37,user37@example.com,Delhi,2023-06-26
C0038,Customer_38,user38@example.com,Pune,2023-06-10
C0039,Customer_39,user39@example.com,Chennai,2023-08-12
C0040,Customer_40,user40@example.com,Bangalore,2023-11-07
C0041,Customer_41,user41@example.com,Bangalore,2023-09-19
C0042,Customer_42,user42@example.com,Delhi,2023-03-01
C0043,Customer_43,user43@example.com,Delhi,2023-07-17
C0044,Customer_44,user44@example.com,Bangalore,2023-10-23
C0045,Customer_45,user45@example.com,Mumbai,2023-04-08
C0046,Customer_46,user46@example.com,Mumbai,2023-05-11
C0047,Customer_47,user47@example.com,Chennai,2023-01-23
C0048,Customer_48,user48@example.com,Mumbai,2023-12-29
C0049,Customer_49,user49@example.com,Bangalore,2023-08-12
C0050,Customer_50,user50@example.com,Bangalore,2023-01-01
C0051,Customer_51,user51@example.com,Hyderabad,2023-09-24
C0052,Customer_52,user52@example.com,Bangalore,2023-10-03
C0053,Customer_53,user53@example.com,Mumbai,2023-12-18
C0054,Customer_54,user54@example.com,Pune,2023-12-10
C0055,Customer_55,user55@example.com,Chennai,2023-04-11
C0056,Customer_56,user56@example.com,Hyderabad,2023-07-06
C0057,Customer_57,user57@example.com,Mumbai,2023-08-09
C0058,Customer_58,user58@example.com,Chennai,2023-02-05
C0059,Customer_59,user59@example.com,Mumbai,2023-12-07
C0060,Customer_60,user60@example.com,Hyderabad,2023-06-19
C0061,Customer_61,user61@example.com,Bangalore,2023-11-16
C0062,Customer_62,user62@example.com,Pune,2023-06-10
C0063,Customer_63,user63@example.com,Hyderabad,2023-12-06
C0064,Customer_64,user64@example.com,Bangalore,2023-03-05
C0065,Customer_65,user65@example.com,Hyderabad,2023-06-03
C0066,Customer_66,user66@example.com,Delhi,2023-09-17
C0067,Customer_67,user67@example.com,Pune,2023-06-08
C0068,Customer_68,user68@example.com,Mumbai,2023-12-08
C0069,Customer_69,user69@example.com,Mumbai,2023-07-29
C0070,Customer_70,user70@example.com,Pune,2023-06-17
C0071,Customer_71,user71@example.com,Delhi,2023-07-26
C0072,Customer_72,user72@example.com,Bangalore,2023-12-23
C0073,Customer_73,user73@example.com,Mumbai,2023-06-01
C0074,Customer_74,user74@example.com,Delhi,2023-10-11
C0075,Customer_75,user75@example.com,Mumbai,2023-03-07
C0076,Customer_76,user76@example.com,Chennai,2023-04-09
C0077,Customer_77,user77@example.com,Bangalore,2023-08-04
C0078,Customer_78,user78@example.com,Chennai,2023-12-07
C0079,Customer_79,user79@example.com,Pune,2023-07-14
C0080,Customer_80,user80@example.com,Bangalore,2023-12-13
C0081,Customer_81,user81@example.com,Delhi,2023-03-31
C0082,Customer_82,user82@example.com,Bangalore,2023-11-12
C0083,Customer_83,user83@example.com,Bangalore,2023-10-19
C0084,Customer_84,user84@example.com,Delhi,2023-06-04
C0085,Customer_85,user85@example.com,Pune,2023-07-27
C0086,Customer_86,user86@example.com,Bangalore,2023-10-08
C0087,Customer_87,user87@example.com,Pune,2023-01-01
C0088,Customer_88,user88@example.com,Pune,2023-06-05
C0089,Customer_89,user89@example.com,Pune,2023-05-27
C0090,Customer_90,user90@example.com,Mumbai,2023-04-18
C0091,Customer_91,user91@example.com,Hyderabad,2023-08-09
C0092,Customer_92,user92@example.com,Pune,2023-10-24
C0093,Customer_93,user93@example.com,Delhi,2023-11-07
C0094,Customer_94,user94@example.com,Hyderabad,2023-12-02
C0095,Customer_95,user95@example.com,Pune,2023-06-14
C0096,Customer_96,user96@example.com,Delhi,2023-08-27
C0097,Customer_97,user97@example.com,Delhi,2023-08-15
C0098,Customer_98,user98@example.com,Chennai,2023-08-15
C0099,Customer_99,user99@example.com,Chennai,2023-12-12
C0100,Customer_100,user100@example.com,Bangalore,2023-04-20
C0101,Customer_101,user101@example.com,Pune,2023-09-19
C0102,Customer_102,user102@example.com,Pune,2023-08-31
C0103,Customer_103,user103@example.com,Hyderabad,2023-03-28
C0104,Customer_104,user104@example.com,Delhi,2023-12-04
C0105,Customer_105,user105@example.com,Pune,2023-02-13
C0106,Customer_106,user106@example.com,Bangalore,2023-05-26
C0107,Customer_107,user107@example.com,Mumbai,2023-09-21
C0108,Customer_108,user108@example.com,Delhi,2023-12-06
C0109,Customer_109,user109@example.com,Mumbai,2023-11-21
C0110,Customer_110,user110@example.com,Bangalore,2023-11-14
C0111,Customer_111,user111@example.com,Chennai,2023-06-21
C0112,Customer_112,user112@example.com,Bangalore,2023-02-17
C0113,Customer_113,user113@example.com,Mumbai,2023-05-01
C0114,Customer_114,user114@example.com,Delhi,2023-12-11
C0115,Customer_115,user115@example.com,Hyderabad,2023-06-08
C0116,Customer_116,user116@example.com,Pune,2023-04-26
C0117,Customer_117,user117@example.com,Bangalore,2023-04-12
C0118,Customer_118,user118@example.com,Delhi,2023-03-17
C0119,Customer_119,user119@example.com,Pune,2023-01-13
C0120,Customer_120,user120@example.com,Chennai,2023-01-24
C0121,Customer_121,user121@example.com,Chennai,2023-05-06
C0122,Customer_122,user122@example.com,Pune,2023-09-01
C0123,Customer_123,user123@example.com,Chennai,2023-11-09
C0124,Customer_124,user124@example.com,Delhi,2023-02-07
C0125,Customer_125,user125@example.com,Bangalore,2023-08-22
C0126,Customer_126,user126@example.com,Delhi,2023-08-01
C0127,Customer_127,user127@example.com,Delhi,2023-11-19
C0128,Customer_128,user128@example.com,Pune,2023-10-22
C0129,Customer_129,user129@example.com,Hyderabad,2023-04-10
C0130,Customer_130,user130@example.com,Hyderabad,2023-12-23
C0131,Customer_131,user131@example.com,Bangalore,2023-07-16
C0132,Customer_132,user132@example.com,Pune,2023-09-11
C0133,Customer_133,user133@example.com,Hyderabad,2023-07-24
C0134,Customer_134,user134@example.com,Chennai,2023-05-05
C0135,Customer_135,user135@example.com,Hyderabad,2023-03-17
C0136,Customer_136,user136@example.com,Chennai,2023-12-02
C0137,Customer_137,user137@example.com,Bangalore,2023-12-19
C0138,Customer_138,user138@example.com,Delhi,2023-01-03
C0139,Customer_139,user139@example.com,Delhi,2023-02-24
C0140,Customer_140,user140@example.com,Hyderabad,2023-08-06
C0141,Customer_141,user141@example.com,Chennai,2023-04-23
C0142,Customer_142,user142@example.com,Mumbai,2023-04-01
C0143,Customer_143,user143@example.com,Mumbai,2023-12-23
C0144,Customer_144,user144@example.com,Mumbai,2023-09-23
C0145,Customer_145,user145@example.com,Delhi,2023-08-26
C0146,Customer_146,user146@example.com,Pune,2023-01-26
C0147,Customer_147,user147@example.com,Delhi,2023-10-13
C0148,Customer_148,user148@example.com,Pune,2023-05-08
C0149,Customer_149,user149@example.com,Chennai,2023-03-04
C0150,Customer_150,user150@example.com,Hyderabad,2023-08-22
C0151,Customer_151,user151@example.com,Mumbai,2023-03-10
C0152,Customer_152,user152@example.com,Chennai,2023-08-26
C0153,Customer_153,user153@example.com,Chennai,2023-12-08
C0154,Customer_154,user154@example.com,Hyderabad,2023-09-29
C0155,Customer_155,user155@example.com,Chennai,2023-10-14
C0156,Customer_156,user156@example.com,Hyderabad,2023-11-01
C0157,Customer_157,user157@example.com,Bangalore,2023-06-12
C0158,Customer_158,user158@example.com,Hyderabad,2023-08-15
C0159,Customer_159,user159@example.com,Mumbai,2023-11-10
C0160,Customer_160,user160@example.com,Pune,2023-09-16
C0161,Customer_161,user161@example.com,Pune,2023-08-07
C0162,Customer_162,user162@example.com,Mumbai,2023-10-08
C0163,Customer_163,user163@example.com,Pune,2023-08-17
C0164,Customer_164,user164@example.com,Hyderabad,2023-03-23
C0165,Customer_165,user165@example.com,Bangalore,2023-09-01
C0166,Customer_166,user166@example.com,Pune,2023-08-19
C0167,Customer_167,user167@example.com,Bangalore,2023-05-13
C0168,Customer_168,user168@example.com,Mumbai,2023-05-07
C0169,Customer_169,user169@example.com,Bangalore,2023-11-23
C0170,Customer_170,user170@example.com,Chennai,2023-05-22
C0171,Customer_171,user171@example.com,Delhi,2023-09-24
C0172,Customer_172,user172@example.com,Chennai,2023-09-06
C0173,Customer_173,user173@example.com,Mumbai,2023-11-17
C0174,Customer_174,user174@example.com,Pune,2023-05-03
C0175,Customer_175,user175@example.com,Pune,2023-05-21
C0176,Customer_176,user176@example.com,Bangalore,2023-08-14
C0177,Customer_177,user177@example.com,Hyderabad,2023-02-09
C0178,Customer_178,user178@example.com,Delhi,2024-01-01
C0179,Customer_179,user179@example.com,Hyderabad,2023-05-27
C0180,Customer_180,user180@example.com,Mumbai,2023-05-01
C0181,Customer_181,user181@example.com,Pune,2023-05-20
C0182,Customer_182,user182@example.com,Bangalore,2023-06-21
C0183,Customer_183,user183@example.com,Pune,2023-06-13
C0184,Customer_184,user184@example.com,Hyderabad,2023-10-04
C0185,Customer_185,user185@example.com,Hyderabad,2023-02-11
C0186,Customer_186,user186@example.com,Delhi,2023-03-12
C0187,Customer_187,user187@example.com,Delhi,2023-03-19
C0188,Customer_188,user188@example.com,Bangalore,2023-04-29
C0189,Customer_189,user189@example.com,Delhi,2023-07-16
C0190,Customer_190,user190@example.com,Hyderabad,2023-12-22
C0191,Customer_191,user191@example.com,Hyderabad,2023-03-20
C0192,Customer_192,user192@example.com,Mumbai,2023-12-28
C0193,Customer_193,user193@example.com,Hyderabad,2023-04-20
C0194,Customer_194,user194@example.com,Bangalore,2023-02-02
C0195,Customer_195,user195@example.com,Chennai,2023-08-01
C0196,Customer_196,user196@example.com,Mumbai,2023-07-28
C0197,Customer_197,user197@example.com,Mumbai,2023-06-19
C0198,Customer_198,user198@example.com,Bangalore,2023-10-05
C0199,Customer_199,user199@example.com,Bangalore,2023-08-27
C0200,Customer_200,user200@example.com,Delhi,2023-08-01
C0201,Customer_201,user201@example.com,Mumbai,2023-02-01
C0202,Customer_202,user202@example.com,Delhi,2023-04-16
C0203,Customer_203,user203@example.com,Hyderabad,2023-08-04
C0204,Customer_204,user204@example.com,Mumbai,2023-07-19
C0205,Customer_205,user205@example.com,Mumbai,2023-10-27
C0206,Customer_206,user206@example.com,Pune,2023-12-23
C0207,Customer_207,user207@example.com,Chennai,2023-01-11
C0208,Customer_208,user208@example.com,Mumbai,2023-10-22
C0209,Customer_209,user209@example.com,Hyderabad,2023-07-14
C0210,Customer_210,user210@example.com,Delhi,2023-09-02
C0211,Customer_211,user211@example.com,Delhi,2023-01-04
C0212,Customer_212,user212@example.com,Pune,2023-06-30
C0213,Customer_213,user213@example.com,Chennai,2023-06-02
C0214,Customer_214,user214@example.com,Hyderabad,2023-07-19
C0215,Customer_215,user215@example.com,Delhi,2023-08-03
C0216,Customer_216,user216@example.com,Bangalore,2023-10-03
C0217,Customer_217,user217@example.com,Hyderabad,2023-10-07
C0218,Customer_218,user218@example.com,Hyderabad,2023-11-05
C0219,Customer_219,user219@example.com,Chennai,2023-04-23
C0220,Customer_220,user220@example.com,Delhi,2023-09-07
C0221,Customer_221,user221@example.com,Hyderabad,2023-04-23
C0222,Customer_222,user222@example.com,Pune,2023-05-20
C0223,Customer_223,user223@example.com,Pune,2023-08-12
C0224,Customer_224,user224@example.com,Delhi,2023-09-06
C0225,Customer_225,user225@example.com,Pune,2023-01-15
C0226,Customer_226,user226@example.com,Bangalore,2023-07-19
C0227,Customer_227,user227@example.com,Chennai,2023-06-22
C0228,Customer_228,user228@example.com,Pune,2023-12-09
C0229,Customer_229,user229@example.com,Pune,2023-12-14
C0230,Customer_230,user230@example.com,Bangalore,2023-07-27
C0231,Customer_231,user231@example.com,Chennai,2023-03-26
C0232,Customer_232,user232@example.com,Hyderabad,2023-08-28
C0233,Customer_233,user233@example.com,Chennai,2023-03-07
C0234,Customer_234,user234@example.com,Mumbai,2023-11-15
C0235,Customer_235,user235@example.com,Delhi,2023-10-01
C0236,Customer_236,user236@example.com,Delhi,2023-01-14
C0237,Customer_237,user237@example.com,Mumbai,2023-07-21
C0238,Customer_238,user238@example.com,Bangalore,2023-10-31
C0239,Customer_239,user239@example.com,Mumbai,2023-10-16
C0240,Customer_240,user240@example.com,Hyderabad,2023-12-06
C0241,Customer_241,user241@example.com,Hyderabad,2023-01-14
C0242,Customer_242,user242@example.com,Delhi,2023-02-12
C0243,Customer_243,user243@example.com,Hyderabad,2023-11-26
C0244,Customer_244,user244@example.com,Delhi,2023-08-08
C0245,Customer_245,user245@example.com,Mumbai,2023-03-11
C0246,Customer_246,user246@example.com,Mumbai,2023-08-25
C0247,Customer_247,user247@example.com,Pune,2023-04-04
C0248,Customer_248,user248@example.com,Pune,2023-01-26
C0249,Customer_249,user249@example.com,Mumbai,2023-05-14
C0250,Customer_250,user250@example.com,Delhi,2023-07-14
C0251,Customer_251,user251@example.com,Mumbai,2023-06-17
C0252,Customer_252,user252@example.com,Mumbai,2023-04-19
C0253,Customer_253,user253@example.com,Bangalore,2023-08-21
C0254,Customer_254,user254@example.com,Mumbai,2023-06-17
C0255,Customer_255,user255@example.com,Hyderabad,2023-06-22
C0256,Customer_256,user256@example.com,Delhi,2023-07-14
C0257,Customer_257,user257@example.com,Bangalore,2023-05-23
C0258,Customer_258,user258@example.com,Pune,2023-08-04
C0259,Customer_259,user259@example.com,Chennai,2023-05-10
C0260,Customer_260,user260@example.com,Delhi,2023-02-11
C0261,Customer_261,user261@example.com,Hyderabad,2023-08-29
C0262,Customer_262,user262@example.com,Delhi,2023-01-10
C0263,Customer_263,user263@example.com,Pune,2023-10-04
C0264,Customer_264,user264@example.com,Hyderabad,2023-01-27
C0265,Customer_265,user265@example.com,Hyderabad,2023-06-29
C0266,Customer_266,user266@example.com,Chennai,2023-04-25
C0267,Customer_267,user267@example.com,Delhi,2023-11-29
C0268,Customer_268,user268@example.com,Chennai,2023-02-05
C0269,Customer_269,user269@example.com,Chennai,2023-11-30
C0270,Customer_270,user270@example.com,Delhi,2023-01-21
C0271,Customer_271,user271@example.com,Mumbai,2023-01-16
C0272,Customer_272,user272@example.com,Mumbai,2023-05-07
C0273,Customer_273,user273@example.com,Pune,2023-04-13
C0274,Customer_274,user274@example.com,Chennai,2023-01-11
C0275,Customer_275,user275@example.com,Bangalore,2023-11-15
C0276,Customer_276,user276@example.com,Chennai,2023-03-20
C0277,Customer_277,user277@example.com,Chennai,2023-05-03
C0278,Customer_278,user278@example.com,Chennai,2023-03-06
C0279,Customer_279,user279@example.com,Pune,2023-08-31
C0280,Customer_280,user280@example.com,Mumbai,2023-12-09
C0281,Customer_281,user281@example.com,Pune,2023-02-28
C0282,Customer_282,user282@example.com,Pune,2023-10-16
C0283,Customer_283,user283@example.com,Pune,2023-04-22
C0284,Customer_284,user284@example.com,Mumbai,2023-08-27
C0285,Customer_285,user285@example.com,Mumbai,2023-12-25
C0286,Customer_286,user286@example.com,Chennai,2023-05-12
C0287,Customer_287,user287@example.com,Pune,2023-07-08
C0288,Customer_288,user288@example.com,Bangalore,2023-03-27
C0289,Customer_289,user289@example.com,Mumbai,2023-11-07
C0290,Customer_290,user290@example.com,Delhi,2023-11-07
C0291,Customer_291,user291@example.com,Delhi,2023-02-28
C0292,Customer_292,user292@example.com,Delhi,2023-03-25
C0293,Customer_293,user293@example.com,Hyderabad,2023-06-09
C0294,Customer_294,user294@example.com,Chennai,2023-02-25
C0295,Customer_295,user295@example.com,Delhi,2023-10-24
C0296,Customer_296,user296@example.com,Chennai,2023-01-14
C0297,Customer_297,user297@example.com,Delhi,2023-06-09
C0298,Customer_298,user298@example.com,Bangalore,2023-10-22
C0299,Customer_299,user299@example.com,Chennai,2023-12-13
C0300,Customer_300,user300@example.com,Delhi,2023-07-12
C0301,Customer_301,user301@example.com,Mumbai,2023-07-23
C0302,Customer_302,user302@example.com,Chennai,2023-04-12
C0303,Customer_303,user303@example.com,Hyderabad,2023-02-08
C0304,Customer_304,user304@example.com,Mumbai,2023-10-31
C0305,Customer_305,user305@example.com,Mumbai,2023-12-20
C0306,Customer_306,user306@example.com,Pune,2023-11-18
C0307,Customer_307,user307@example.com,Hyderabad,2023-05-05
C0308,Customer_308,user308@example.com,Mumbai,2023-02-22
C0309,Customer_309,user309@example.com,Mumbai,2023-12-23
C0310,Customer_310,user310@example.com,Delhi,2023-06-04
C0311,Customer_311,user311@example.com,Delhi,2023-12-17
C0312,Customer_312,user312@example.com,Chennai,2023-11-04
C0313,Customer_313,user313@example.com,Chennai,2023-03-03
C0314,Customer_314,user314@example.com,Chennai,2023-10-17
C0315,Customer_315,user315@example.com,Delhi,2023-01-22
C0316,Customer_316,user316@example.com,Chennai,2023-06-27
C0317,Customer_317,user317@example.com,Mumbai,2023-09-30
C0318,Customer_318,user318@example.com,Delhi,2023-08-08
C0319,Customer_319,user319@example.com,Chennai,2023-12-05
C0320,Customer_320,user320@example.com,Mumbai,2023-07-09
C0321,Customer_321,user321@example.com,Chennai,2023-02-05
C0322,Customer_322,user322@example.com,Bangalore,2023-09-17
C0323,Customer_323,user323@example.com,Chennai,2023-11-28
C0324,Customer_324,user324@example.com,Bangalore,2023-06-24
C0325,Customer_325,user325@example.com,Chennai,2023-01-07
C0326,Customer_326,user326@example.com,Pune,2023-08-04
C0327,Customer_327,user327@example.com,Pune,2023-09-08
C0328,Customer_328,user328@example.com,Hyderabad,2023-02-24
C0329,Customer_329,user329@example.com,Pune,2023-08-10
C0330,Customer_330,user330@example.com,Pune,2023-07-05
C0331,Customer_331,user331@example.com,Chennai,2023-11-22
C0332,Customer_332,user332@example.com,Delhi,2023-08-24
C0333,Customer_333,user333@example.com,Delhi,2023-12-29
C0334,Customer_334,user334@example.com,Bangalore,2023-03-20
C0335,Customer_335,user335@example.com,Delhi,2023-08-11
C0336,Customer_336,user336@example.com,Mumbai,2023-04-01
C0337,Customer_337,user337@example.com,Hyderabad,2023-09-25
C0338,Customer_338,user338@example.com,Pune,2023-11-30
C0339,Customer_339,user339@example.com,Hyderabad,2023-05-19
C0340,Customer_340,user340@example.com,Mumbai,2023-11-12
C0341,Customer_341,user341@example.com,Pune,2023-10-03
C0342,Customer_342,user342@example.com,Bangalore,2023-09-05
C0343,Customer_343,user343@example.com,Mumbai,2023-08-27
C0344,Customer_344,user344@example.com,Mumbai,2023-08-12
C0345,Customer_345,user345@example.com,Hyderabad,2023-10-31
C0346,Customer_346,user346@example.com,Chennai,2023-05-18
C0347,Customer_347,user347@example.com,Hyderabad,2023-06-15
C0348,Customer_348,user348@example.com,Hyderabad,2023-05-06
C0349,Customer_349,user349@example.com,Delhi,2023-02-14
C0350,Customer_350,user350@example.com,Mumbai,2023-05-23
C0351,Customer_351,user351@example.com,Hyderabad,2023-08-19
C0352,Customer_352,user352@example.com,Mumbai,2023-05-05
C0353,Customer_353,user353@example.com,Delhi,2023-08-26
C0354,Customer_354,user354@example.com,Mumbai,2023-10-19
C0355,Customer_355,user355@example.com,Hyderabad,2023-11-09
C0356,Customer_356,user356@example.com,Mumbai,2023-12-09
C0357,Customer_357,user357@example.com,Pune,2023-07-14
C0358,Customer_358,user358@example.com,Delhi,2023-06-22
C0359,Customer_359,user359@example.com,Chennai,2023-01-15
C0360,Customer_360,user360@example.com,Mumbai,2023-09-11
C0361,Customer_361,user361@example.com,Hyderabad,2023-06-16
C0362,Customer_362,user362@example.com,Delhi,2023-04-04
C0363,Customer_363,user363@example.com,Hyderabad,2023-09-07
C0364,Customer_364,user364@example.com,Hyderabad,2023-04-19
C0365,Customer_365,user365@example.com,Mumbai,2023-07-01
C0366,Customer_366,user366@example.com,Hyderabad,2023-05-13
C0367,Customer_367,user367@example.com,Mumbai,2023-06-24
C0368,Customer_368,user368@example.com,Chennai,2023-05-24
C0369,Customer_369,user369@example.com,Pune,2023-11-02
C0370,Customer_370,user370@example.com,Hyderabad,2023-12-26
C0371,Customer_371,user371@example.com,Hyderabad,2023-05-22
C0372,Customer_372,user372@example.com,Hyderabad,2023-10-12
C0373,Customer_373,user373@example.com,Bangalore,2023-01-06
C0374,Customer_374,user374@example.com,Bangalore,2023-09-22
C0375,Customer_375,user375@example.com,Delhi,2023-04-08
C0376,Customer_376,user376@example.com,Pune,2023-02-13
C0377,Customer_377,user377@example.com,Pune,2023-05-04
C0378,Customer_378,user378@example.com,Bangalore,2023-07-28
C0379,Customer_379,user379@example.com,Delhi,2023-09-08
C0380,Customer_380,user380@example.com,Bangalore,2023-10-12
C0381,Customer_381,user381@example.com,Chennai,2023-05-04
C0382,Customer_382,user382@example.com,Delhi,2023-12-20
C0383,Customer_383,user383@example.com,Pune,2023-09-01
C0384,Customer_384,user384@example.com,Pune,2023-11-27
C0385,Customer_385,user385@example.com,Bangalore,2023-12-31
C0386,Customer_386,user386@example.com,Chennai,2023-09-09
C0387,Customer_387,user387@example.com,Bangalore,2023-08-18
C0388,Customer_388,user388@example.com,Mumbai,2023-01-09
C0389,Customer_389,user389@example.com,Mumbai,2023-02-17
C0390,Customer_390,user390@example.com,Chennai,2023-05-31
C0391,Customer_391,user391@example.com,Hyderabad,2023-04-24
C0392,Customer_392,user392@example.com,Hyderabad,2023-07-27
C0393,Customer_393,user393@example.com,Mumbai,2023-12-21
C0394,Customer_394,user394@example.com,Mumbai,2023-05-05
C0395,Customer_395,user395@example.com,Hyderabad,2023-06-06
C0396,Customer_396,user396@example.com,Delhi,2023-12-06
C0397,Customer_397,user397@example.com,Hyderabad,2023-10-25
C0398,Customer_398,user398@example.com,Bangalore,2023-07-08
C0399,Customer_399,user399@example.com,Delhi,2023-08-31
C0400,Customer_400,user400@example.com,Bangalore,2023-10-11
C0401,Customer_401,user401@example.com,Mumbai,2023-09-29
C0402,Customer_402,user402@example.com,Delhi,2023-06-26
C0403,Customer_403,user403@example.com,Bangalore,2023-08-06
C0404,Customer_404,user404@example.com,Bangalore,2023-10-09
C0405,Customer_405,user405@example.com,Delhi,2023-06-19
C0406,Customer_406,user406@example.com,Chennai,2023-06-30
C0407,Customer_407,user407@example.com,Hyderabad,2023-12-26
C0408,Customer_408,user408@example.com,Pune,2023-08-21
C0409,Customer_409,user409@example.com,Bangalore,2023-05-19
C0410,Customer_410,user410@example.com,Hyderabad,2023-06-06
C0411,Customer_411,user411@example.com,Pune,2023-05-09
C0412,Customer_412,user412@example.com,Hyderabad,2023-04-29
C0413,Customer_413,user413@example.com,Mumbai,2023-03-03
C0414,Customer_414,user414@example.com,Pune,2023-04-09
C0415,Customer_415,user415@example.com,Hyderabad,2023-06-11
C0416,Customer_416,user416@example.com,Bangalore,2023-03-03
C0417,Customer_417,user417@example.com,Pune,2023-10-02
C0418,Customer_418,user418@example.com,Mumbai,2023-12-20
C0419,Customer_419,user419@example.com,Delhi,2023-04-05
C0420,Customer_420,user420@example.com,Bangalore,2023-04-09
C0421,Customer_421,user421@example.com,Mumbai,2023-04-21
C0422,Customer_422,user422@example.com,Mumbai,2023-09-05
C0423,Customer_423,user423@example.com,Pune,2023-05-22
C0424,Customer_424,user424@example.com,Hyderabad,2023-10-29
C0425,Customer_425,user425@example.com,Delhi,2023-09-26
C0426,Customer_426,user426@example.com,Bangalore,2023-11-02
C0427,Customer_427,user427@example.com,Bangalore,2023-05-25
C0428,Customer_428,user428@example.com,Hyderabad,2023-02-21
C0429,Customer_429,user429@example.com,Delhi,2023-04-10
C0430,Customer_430,user430@example.com,Pune,2023-06-01
C0431,Customer_431,user431@example.com,Bangalore,2023-04-27
C0432,Customer_432,user432@example.com,Delhi,2023-07-04
C0433,Customer_433,user433@example.com,Pune,2023-04-02
C0434,Customer_434,user434@example.com,Pune,2023-06-04
C0435,Customer_435,user435@example.com,Bangalore,2023-01-08
C0436,Customer_436,user436@example.com,Hyderabad,2023-12-29
C0437,Customer_437,user437@example.com,Chennai,2023-10-01
C0438,Customer_438,user438@example.com,Bangalore,2023-03-06
C0439,Customer_439,user439@example.com,Mumbai,2023-05-21
C0440,Customer_440,user440@example.com,Mumbai,2023-01-24
C0441,Customer_441,user441@example.com,Pune,2023-01-28
C0442,Customer_442,user442@example.com,Chennai,2023-10-11
C0443,Customer_443,user443@example.com,Bangalore,2023-05-30
C0444,Customer_444,user444@example.com,Mumbai,2023-12-24
C0445,Customer_445,user445@example.com,Mumbai,2023-03-06
C0446,Customer_446,user446@example.com,Bangalore,2023-11-23
C0447,Customer_447,user447@example.com,Delhi,2023-09-09
C0448,Customer_448,user448@example.com,Pune,2023-02-22
C0449,Customer_449,user449@example.com,Bangalore,2023-01-07
C0450,Customer_450,user450@example.com,Delhi,2023-10-21
C0451,Customer_451,user451@example.com,Pune,2023-05-26
C0452,Customer_452,user452@example.com,Chennai,2023-08-29
C0453,Customer_453,user453@example.com,Hyderabad,2023-09-03
C0454,Customer_454,user454@example.com,Pune,2023-08-14
C0455,Customer_455,user455@example.com,Chennai,2023-06-24
C0456,Customer_456,user456@example.com,Hyderabad,2023-04-05
C0457,Customer_457,user457@example.com,Mumbai,2023-01-27
C0458,Customer_458,user458@example.com,Mumbai,2023-05-10
C0459,Customer_459,user459@example.com,Mumbai,2023-09-02
C0460,Customer_460,user460@example.com,Pune,2023-02-28
C0461,Customer_461,user461@example.com,Delhi,2023-02-03
C0462,Customer_462,user462@example.com,Hyderabad,2023-07-25
C0463,Customer_463,user463@example.com,Mumbai,2023-09-09
C0464,Customer_464,user464@example.com,Bangalore,2023-02-07
C0465,Customer_465,user465@example.com,Hyderabad,2023-10-23
C0466,Customer_466,user466@example.com,Hyderabad,2023-11-19
C0467,Customer_467,user467@example.com,Delhi,2023-12-18
C0468,Customer_468,user468@example.com,Chennai,2023-01-28
C0469,Customer_469,user469@example.com,Delhi,2023-03-19
C0470,Customer_470,user470@example.com,Mumbai,2023-03-18
C0471,Customer_471,user471@example.com,Bangalore,2023-10-16
C0472,Customer_472,user472@example.com,Bangalore,2023-06-05
C0473,Customer_473,user473@example.com,Mumbai,2023-02-13
